C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\center_2020_10_25_01_33_23_257.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\left_2020_10_25_01_33_23_257.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\right_2020_10_25_01_33_23_257.jpg, 0, 0, 0, 7.820864E-05
C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\center_2020_10_25_01_33_23_403.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\left_2020_10_25_01_33_23_403.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\right_2020_10_25_01_33_23_403.jpg, 0, 0, 0, 7.835597E-05
C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\center_2020_10_25_01_33_23_507.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\left_2020_10_25_01_33_23_507.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\right_2020_10_25_01_33_23_507.jpg, 0, 0, 0, 7.772365E-05
C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\center_2020_10_25_01_33_23_623.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\left_2020_10_25_01_33_23_623.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\right_2020_10_25_01_33_23_623.jpg, 0, 0, 0, 7.812929E-05
C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\center_2020_10_25_01_33_23_722.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\left_2020_10_25_01_33_23_722.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\right_2020_10_25_01_33_23_722.jpg, 0, 0, 0, 7.802463E-05
C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\center_2020_10_25_01_33_23_826.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\left_2020_10_25_01_33_23_826.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\right_2020_10_25_01_33_23_826.jpg, 0, 0, 0, 7.863102E-05
C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\center_2020_10_25_01_33_23_934.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\left_2020_10_25_01_33_23_934.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\right_2020_10_25_01_33_23_934.jpg, 0, 0, 0, 7.827685E-05
C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\center_2020_10_25_01_33_24_040.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\left_2020_10_25_01_33_24_040.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\right_2020_10_25_01_33_24_040.jpg, 0, 0, 0, 7.961466E-05
C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\center_2020_10_25_01_33_24_150.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\left_2020_10_25_01_33_24_150.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\right_2020_10_25_01_33_24_150.jpg, 0, 0, 0, 7.790132E-05
C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\center_2020_10_25_01_33_24_262.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\left_2020_10_25_01_33_24_262.jpg, C:\Users\ZUBAIR\Desktop\Machine Learning\Deep Learning\Projects\Self_Driving_Car With Deep Learning\Track\IMG\right_2020_10_25_01_33_24_262.jpg, 0, 0, 0, 7.952487E-05
